"country","avg_life_exp","avg_cardio_deaths","avg_neonatal_deaths","avg_hiv_deaths","corr_cardio_life_exp","corr_neonatal_life_exp","corr_hiv_life_exp"
"Nigeria",52.84,138972.5,197141,90871.3,-0.0466404136034673,0.259619899424758,-0.232861773604761
"Pakistan",64.7166666666667,276374.583333333,281014.666666667,1186.5,0.951118690535921,0.0217924847194715,0.924927203010294
"Panama",76.45,4073.21428571429,404.285714285714,511.357142857143,0.960560399140574,-0.0172448798942397,0.429579587619055
"Papua New Guinea",61.6,10436.9333333333,3538.86666666667,2915.46666666667,0.452546699425628,0.473390093833368,0.587853137960758
"Paraguay",72.8416666666667,7631.25,1102.75,470.5,0.983410345802675,-0.999080402060092,0.972413831038356
"Peru",73.8916666666667,22562.1666666667,6195.91666666667,2271.91666666667,0.719040908154331,-0.925084553508327,0.194029511776831
"Philippines",67.5133333333333,144455.933333333,30113.7333333333,4663.26666666667,0.951283297380734,-0.86158393045615,0.764713764252193
"Poland",75.5266666666667,164418.866666667,1078.06666666667,146.8,-0.744800897349024,-0.993632311915603,0.125359688853355
"Portugal",79.92,36401.5333333333,203.733333333333,853.8,-0.740595307815074,-0.781326809528528,-0.933092437081633
"Romania",73.9866666666667,147663.066666667,946.333333333333,216.466666666667,-0.0420745929411823,0.0860076469221428,0.69599772729225
"Rwanda",60.4615384615385,8410.07692307692,7061.53846153846,8522.46153846154,0.61963909620463,-0.785658132317965,-0.88696456990026
"Samoa",73.5933333333333,462.733333333333,21.4,6.26666666666667,-0.17744241244535,0.15195759037758,-0.0709214780643398
"Sao Tome and Principe",65.55,231.916666666667,64.8333333333333,0.25,0.943143789620244,-0.898178776480142,-0.786213729338403
"Senegal",63.7818181818182,12687.3636363636,10846.2727272727,2836.45454545455,0.802156222067609,-0.74249875876875,-0.445038880224427
"Serbia",74.1909090909091,65253.2727272727,411.181818181818,73.4545454545455,-0.84279260645076,-0.862079083311281,0.922045962086525
"Seychelles",72.32,209.933333333333,10.2,5.06666666666667,0.543254151308599,-0.624855458235137,0.555761352058372
"Sierra Leone",48.425,7572.125,7520.25,3161.875,0.76729159762087,-0.698832983545296,0.173724674178864
"Solomon Islands",67.6133333333333,1707.26666666667,156,19.8,0.974961435234028,-0.903180589458861,0.976042954044939
"South Africa",57.14,81727.2,24738.6,240022.666666667,0.48012960919451,-0.866508504276393,-0.735779600717485
"Spain",82.02,122984,836,1329.06666666667,-0.30883593905017,0.0893915118507749,-0.310495624177964
"Sri Lanka",73.4666666666667,40918.75,2125.16666666667,73.6666666666667,0.517580650130916,-0.160166525247521,-0.324121128942537
"Suriname",71.04,1058.3,179.8,128.2,0.218467659531731,-0.541750356954661,-0.552173783538788
"Sweden",81.9,36218.5,134,23.25,-0.948572175601388,-0.119736868017844,-0.797761496723287
"Tajikistan",66.8538461538461,19189.6153846154,3056.61538461538,113.846153846154,0.947666845003093,0.459216832630671,-0.238097738270524
"Thailand",72.96,86205.6666666667,3901.6,24604.1333333333,0.927206380156688,-0.979186445633122,-0.933986082908634
"Togo",58.0857142857143,6508.42857142857,5364.57142857143,7405.42857142857,0.98690648179892,-0.944783852376666,-0.983903486727662
"Tonga",72.4666666666667,161.066666666667,19.4666666666667,1.46666666666667,0.809849558175652,-0.979189509776079,0.819108784870424
"Trinidad and Tobago",71.3615384615385,3295.23076923077,199.384615384615,289.615384615385,-0.801387216378431,-0.627988543088958,-0.545586663656349
"Tunisia",74.2933333333333,27113.4,2124.26666666667,88.9333333333333,0.936112904161231,-0.98021201009293,0.910897846426181
"Turkey",73.7866666666667,139133.4,15459.3333333333,109.866666666667,0.383829512050746,-0.233359341722962,0.273259365297424
"Turkmenistan",64.6,15440.8461538462,1520.38461538462,135.923076923077,-0.35763986960237,0.193610911844507,-0.621456363524918
"Uganda",56.5153846153846,22026.2307692308,34229,68433.8461538462,0.85430812840689,0.888355791126362,-0.938675164204795
"Ukraine",69.8466666666667,444461.666666667,2045.4,7547.93333333333,-0.855187210184556,-0.562460191308151,0.166451276562543
"Uruguay",76.0133333333333,10309.4,277.933333333333,173.533333333333,-0.914354675545881,-0.915451315437185,0.759068081072758
"Uzbekistan",68.0461538461538,102498.538461538,7751.53846153846,490.923076923077,0.689982285164564,-0.855508052293913,0.834783971376577
"Vanuatu",71.3466666666667,566.2,83.7333333333333,8.66666666666667,0.467327714717195,-0.072161286349507,0.476934841850462
"Zambia",57.25,13022.4,10930.4,37870.1,0.830065424840484,-0.571379922896074,-0.804790120754934
"Zimbabwe",49.3866666666667,14776.4,8902.26666666667,78811,0.807411076076787,0.751074501344512,-0.99066531356051
